Shipment_ID,Plant_ID,Shipment_Date,Mode_of_Transport,Weight_Tons,Distance_KM
SHP_00372,PLNT_05,19-07-2026,Heavy Truck,7.43,271.29
SHP_00373,PLNT_03,01-02-2024,Heavy Truck,19.35,288.01
SHP_00374,PLNT_02,02-02-2026,Rail,4.82,438.74
SHP_00375,PLNT_04,13-04-2024,Ocean Cargo,11.31,7375.55
SHP_00376,PLNT_01,26-07-2025,Heavy Truck,6.85,311.18
SHP_00377,PLNT_03,25-08-2026,Ocean Cargo,21.86,4170.57
SHP_00378,PLNT_03,24-08-2026,Ocean Cargo,8.38,10039.89
SHP_00379,PLNT_01,16-12-2024,Ocean Cargo,21.01,1037.03
SHP_00380,PLNT_02,11-12-2024,Heavy Truck,3.48,603.09
SHP_00381,PLNT_01,08-01-2026,Ocean Cargo,23.92,9688.82
SHP_00382,PLNT_03,12-03-2026,Heavy Truck,10.09,431.53
SHP_00383,PLNT_01,06-11-2024,Ocean Cargo,17.8,11837.44
SHP_00384,PLNT_01,23-05-2026,Heavy Truck,12.55,71.43
SHP_00385,PLNT_03,24-05-2025,Ocean Cargo,7.15,1377.08
SHP_00386,PLNT_04,13-04-2024,Ocean Cargo,8.66,1349.91
SHP_00387,PLNT_01,10-11-2026,Rail,4.76,446.06
SHP_00388,PLNT_02,13-11-2025,Ocean Cargo,21.95,11433.13
SHP_00389,PLNT_05,08-07-2026,Rail,17.04,112.22
SHP_00390,PLNT_01,09-01-2026,Heavy Truck,4.23,146.32
SHP_00391,PLNT_01,07-07-2026,Heavy Truck,24.13,370.71
SHP_00392,PLNT_01,14-07-2025,Ocean Cargo,13.81,7873.67
SHP_00393,PLNT_01,04-01-2025,Heavy Truck,22.57,455.8
SHP_00394,PLNT_02,11-07-2025,Ocean Cargo,12.55,8842.09
SHP_00395,PLNT_02,25-03-2024,Ocean Cargo,8.97,5017.78
SHP_00396,PLNT_02,07-06-2024,Ocean Cargo,13.64,8971.39
SHP_00397,PLNT_01,26-10-2024,Heavy Truck,1.66,467.58
SHP_00398,PLNT_01,24-11-2025,Ocean Cargo,16.48,11885.96
SHP_00399,PLNT_03,02-10-2025,Ocean Cargo,8.15,2200.69
SHP_00400,PLNT_02,18-01-2025,Rail,15.72,751.02
SHP_00401,PLNT_03,03-03-2025,Ocean Cargo,9.29,6403.54
SHP_00402,PLNT_04,07-06-2024,Ocean Cargo,9.73,3315.81
SHP_00403,PLNT_01,05-04-2026,Heavy Truck,12.63,282.83
SHP_00404,PLNT_05,01-11-2026,Heavy Truck,1.83,163.53
SHP_00405,PLNT_04,11-05-2024,Ocean Cargo,4.27,10294.2
SHP_00406,PLNT_01,06-03-2026,Ocean Cargo,22.35,5766.38
SHP_00407,PLNT_03,22-03-2024,Heavy Truck,8.42,743.69
SHP_00408,PLNT_04,05-11-2026,Heavy Truck,5.34,431.06
SHP_00409,PLNT_04,18-01-2026,Rail,9.93,392.52
SHP_00410,PLNT_04,16-04-2025,Ocean Cargo,2.04,954.84
SHP_00411,PLNT_05,21-10-2025,Heavy Truck,5.42,524.69
SHP_00412,PLNT_05,07-09-2026,Ocean Cargo,5.54,10151.38
SHP_00413,PLNT_01,03-06-2026,Ocean Cargo,17.35,5868.68
SHP_00414,PLNT_05,21-06-2026,Ocean Cargo,20.04,7078.62
SHP_00415,PLNT_02,01-12-2025,Ocean Cargo,8.56,9782.5
SHP_00416,PLNT_01,23-02-2024,Heavy Truck,15.54,181.15
SHP_00417,PLNT_02,07-02-2024,Ocean Cargo,11.35,2704.76
SHP_00418,PLNT_02,11-12-2024,Ocean Cargo,24.46,9913.64
SHP_00419,PLNT_04,14-08-2025,Heavy Truck,3.74,215.4
SHP_00420,PLNT_01,16-10-2025,Heavy Truck,20.12,133.5
SHP_00421,PLNT_02,08-08-2026,Ocean Cargo,5.01,473.47
SHP_00422,PLNT_02,01-07-2026,Ocean Cargo,21.74,7664.8
SHP_00423,PLNT_05,07-12-2025,Ocean Cargo,7.4,1853.85
SHP_00424,PLNT_04,01-08-2024,Heavy Truck,3.36,597.56
SHP_00425,PLNT_01,16-04-2024,Rail,12.9,185.17
SHP_00426,PLNT_02,20-06-2024,Heavy Truck,18.41,756.05
SHP_00427,PLNT_01,19-05-2026,Heavy Truck,6.35,732.61
SHP_00428,PLNT_05,17-08-2024,Rail,15.34,474.95
SHP_00429,PLNT_03,21-02-2025,Ocean Cargo,5.99,1060.56
SHP_00430,PLNT_04,10-04-2024,Heavy Truck,18.91,440.93
SHP_00431,PLNT_04,12-06-2025,Heavy Truck,5.88,521.45
SHP_00432,PLNT_01,12-02-2024,Ocean Cargo,16.75,9824.78
SHP_00433,PLNT_01,14-06-2024,Ocean Cargo,6.25,3416.14
SHP_00434,PLNT_05,22-02-2024,Heavy Truck,11.32,398.27
SHP_00435,PLNT_02,01-05-2025,Heavy Truck,13.76,338.79
SHP_00436,PLNT_02,19-07-2026,Ocean Cargo,6.21,3828.07
SHP_00437,PLNT_02,14-02-2026,Heavy Truck,23.19,296.36
SHP_00438,PLNT_02,21-09-2025,Air Freight,9.14,2387.25
SHP_00439,PLNT_01,05-09-2025,Rail,19.63,795.37
SHP_00440,PLNT_03,23-12-2026,Ocean Cargo,16.39,9074.33
SHP_00441,PLNT_04,06-05-2025,Heavy Truck,2.29,231.58
SHP_00442,PLNT_02,13-08-2025,Heavy Truck,7.98,365.26
SHP_00443,PLNT_03,11-11-2024,Heavy Truck,22.55,341.23
SHP_00444,PLNT_01,10-01-2025,Ocean Cargo,6.89,10496.79
SHP_00445,PLNT_04,04-03-2026,Heavy Truck,17.45,203.48
SHP_00446,PLNT_05,13-01-2026,Ocean Cargo,18.47,5163.32
SHP_00447,PLNT_01,13-08-2025,Heavy Truck,1.71,656.73
SHP_00448,PLNT_05,06-09-2024,Ocean Cargo,21.42,9004.47
SHP_00449,PLNT_02,10-09-2024,Air Freight,23.91,3237.02
SHP_00450,PLNT_05,07-04-2026,Heavy Truck,20,394.87
SHP_00451,PLNT_01,16-09-2026,Ocean Cargo,18.06,3727.49
SHP_00452,PLNT_05,03-06-2025,Heavy Truck,5.79,607.15
SHP_00453,PLNT_01,07-10-2024,Heavy Truck,24.23,288.85
SHP_00454,PLNT_03,19-03-2026,Heavy Truck,5.66,186.91
SHP_00455,PLNT_01,09-05-2026,Heavy Truck,14.47,455.53
SHP_00456,PLNT_05,10-03-2025,Heavy Truck,22.37,279.66
SHP_00457,PLNT_05,10-03-2026,Heavy Truck,6.95,188.26
SHP_00458,PLNT_04,16-06-2026,Heavy Truck,16.35,526.9
SHP_00459,PLNT_04,08-03-2025,Heavy Truck,17.42,631.05
SHP_00460,PLNT_02,20-09-2024,Ocean Cargo,12.46,6885.99
SHP_00461,PLNT_04,18-11-2024,Rail,4.57,518.07
SHP_00462,PLNT_02,23-03-2026,Ocean Cargo,18.89,10451.14
SHP_00463,PLNT_01,15-02-2025,Ocean Cargo,3.51,7800.1
SHP_00464,PLNT_02,13-02-2024,Ocean Cargo,1.86,8691.78
SHP_00465,PLNT_03,24-01-2025,Rail,18.18,461.35
SHP_00466,PLNT_05,08-10-2024,Ocean Cargo,13.74,4548.02
SHP_00467,PLNT_01,26-09-2026,Heavy Truck,15.91,750.83
SHP_00468,PLNT_03,08-11-2024,Ocean Cargo,15.75,6772.62
SHP_00469,PLNT_05,06-08-2026,Heavy Truck,7.43,262.36
SHP_00470,PLNT_05,06-05-2024,Ocean Cargo,7.24,10915.67
SHP_00471,PLNT_05,03-04-2026,Ocean Cargo,17.05,2183.03
SHP_00472,PLNT_02,25-06-2026,Ocean Cargo,9.97,7200.85
SHP_00473,PLNT_04,02-09-2024,Rail,18.43,713.4
SHP_00474,PLNT_05,11-01-2025,Heavy Truck,23.59,654.68
SHP_00475,PLNT_05,01-03-2025,Heavy Truck,9.5,366.72
SHP_00476,PLNT_04,16-01-2024,Heavy Truck,19.4,501.99
SHP_00477,PLNT_04,16-09-2026,Ocean Cargo,17.93,9080.23
SHP_00478,PLNT_02,03-01-2026,Rail,20.61,536.63
SHP_00479,PLNT_01,16-07-2026,Heavy Truck,15.05,176.35
SHP_00480,PLNT_03,01-11-2026,Ocean Cargo,11.32,10218.6
SHP_00481,PLNT_02,27-02-2024,Ocean Cargo,7.59,1171.94
SHP_00482,PLNT_02,17-07-2025,Heavy Truck,3.48,313.01
SHP_00483,PLNT_03,17-04-2024,Heavy Truck,10.78,308.56
SHP_00484,PLNT_04,05-02-2024,Ocean Cargo,14.9,7323.64
SHP_00485,PLNT_01,03-01-2026,Heavy Truck,2,256
SHP_00486,PLNT_05,08-10-2025,Heavy Truck,23.21,696.89
SHP_00487,PLNT_03,10-05-2025,Ocean Cargo,14.44,8841.26
SHP_00488,PLNT_04,14-12-2025,Rail,24.06,413.91
SHP_00489,PLNT_03,20-12-2024,Ocean Cargo,24.02,8013.99
SHP_00490,PLNT_05,10-01-2025,Ocean Cargo,21.42,3562.4
SHP_00491,PLNT_04,05-04-2026,Ocean Cargo,18.07,3373.11
SHP_00492,PLNT_02,18-04-2024,Ocean Cargo,5.96,11585.62
SHP_00493,PLNT_04,11-11-2026,Ocean Cargo,15.92,2913.6
SHP_00494,PLNT_05,14-10-2026,Ocean Cargo,5.51,1555.49
SHP_00495,PLNT_02,15-09-2025,Air Freight,17.81,3991.14
SHP_00496,PLNT_03,03-09-2026,Ocean Cargo,21.17,5301.15
SHP_00497,PLNT_04,18-02-2025,Ocean Cargo,18.16,7416.32
SHP_00498,PLNT_01,01-11-2025,Ocean Cargo,16.56,880.72
SHP_00499,PLNT_04,12-02-2025,Heavy Truck,18.54,790.61
SHP_00500,PLNT_01,17-10-2026,Heavy Truck,2.42,99.57
SHP_00501,PLNT_04,24-08-2024,Heavy Truck,20.32,66.06
SHP_00502,PLNT_02,26-07-2024,Heavy Truck,14.47,672.13
SHP_00503,PLNT_04,13-08-2025,Ocean Cargo,5.52,6535.38
SHP_00504,PLNT_04,16-08-2026,Air Freight,17.59,1889.12
SHP_00505,PLNT_05,09-10-2024,Ocean Cargo,10.76,7128.43
SHP_00506,PLNT_04,16-04-2026,Ocean Cargo,15.53,1311.06
SHP_00507,PLNT_02,16-09-2024,Rail,14.31,376.37
SHP_00508,PLNT_04,08-09-2026,Ocean Cargo,13,7582.24
SHP_00509,PLNT_03,11-12-2025,Heavy Truck,8.62,419
SHP_00510,PLNT_04,13-12-2025,Ocean Cargo,15.31,10307.91
SHP_00511,PLNT_01,26-12-2026,Heavy Truck,12.13,203.59
SHP_00512,PLNT_05,23-09-2026,Rail,17.11,111.28
SHP_00513,PLNT_03,19-11-2026,Heavy Truck,11.23,703.99
SHP_00514,PLNT_01,04-09-2025,Heavy Truck,14.05,464.25
SHP_00515,PLNT_03,06-10-2026,Heavy Truck,14.26,573.44
SHP_00516,PLNT_04,08-05-2025,Heavy Truck,11.97,560.4
SHP_00517,PLNT_03,17-10-2025,Heavy Truck,4.29,536.17
SHP_00518,PLNT_02,21-10-2026,Ocean Cargo,3.42,8386.57
SHP_00519,PLNT_01,07-10-2024,Heavy Truck,18.11,786.11
SHP_00520,PLNT_03,16-12-2024,Heavy Truck,12.15,300.22
SHP_00521,PLNT_04,13-12-2025,Ocean Cargo,5.35,9660.74
SHP_00522,PLNT_03,11-07-2025,Ocean Cargo,24.48,561.69
SHP_00523,PLNT_04,27-01-2026,Heavy Truck,8.7,311.54
SHP_00524,PLNT_05,01-01-2026,Rail,9.67,727.34
SHP_00525,PLNT_03,26-01-2025,Ocean Cargo,18.29,393.43
SHP_00526,PLNT_03,08-03-2026,Ocean Cargo,24.98,11347.69
SHP_00527,PLNT_05,21-02-2024,Air Freight,6.42,2744.29
SHP_00528,PLNT_01,07-01-2024,Heavy Truck,17.23,637.93
SHP_00529,PLNT_01,03-05-2024,Heavy Truck,4.39,781.26
SHP_00530,PLNT_03,24-07-2025,Ocean Cargo,14.37,10495.53
SHP_00531,PLNT_01,10-12-2024,Ocean Cargo,5.02,557.61
SHP_00532,PLNT_03,10-12-2024,Ocean Cargo,4.84,11914.2
SHP_00533,PLNT_02,19-10-2024,Ocean Cargo,3.67,1057.23
SHP_00534,PLNT_02,12-06-2025,Heavy Truck,10.34,334.03
SHP_00535,PLNT_01,03-12-2024,Ocean Cargo,24.78,3137.17
SHP_00536,PLNT_05,04-01-2024,Heavy Truck,7.38,170.63
SHP_00537,PLNT_03,25-05-2025,Rail,23.73,517.59
SHP_00538,PLNT_01,14-01-2024,Ocean Cargo,20.28,6698.22
SHP_00539,PLNT_04,04-05-2025,Ocean Cargo,15.14,2799.76
SHP_00540,PLNT_02,04-04-2024,Ocean Cargo,12.44,4777.26
SHP_00541,PLNT_04,16-10-2024,Ocean Cargo,20.56,9346.86
SHP_00542,PLNT_03,01-05-2024,Heavy Truck,5.45,249.95
SHP_00543,PLNT_01,19-04-2026,Heavy Truck,17.62,266.72
SHP_00544,PLNT_03,26-04-2025,Heavy Truck,12.94,475.16
SHP_00545,PLNT_03,22-09-2024,Heavy Truck,22.58,493.36
SHP_00546,PLNT_01,04-04-2025,Heavy Truck,9.77,306.53
SHP_00547,PLNT_03,15-11-2026,Heavy Truck,12.77,424.38
SHP_00548,PLNT_04,06-12-2025,Heavy Truck,2.15,253.5
SHP_00549,PLNT_02,23-04-2024,Ocean Cargo,7.71,3354.25
SHP_00550,PLNT_05,24-02-2025,Rail,24.72,539.34
SHP_00551,PLNT_05,27-05-2026,Heavy Truck,2.35,691.75
SHP_00552,PLNT_03,01-07-2025,Ocean Cargo,6.76,8356.72
SHP_00553,PLNT_01,15-12-2024,Heavy Truck,23.82,238.76
SHP_00554,PLNT_02,10-02-2026,Ocean Cargo,18.48,10275.21
SHP_00555,PLNT_02,27-06-2026,Heavy Truck,3.82,179.69
SHP_00556,PLNT_03,04-06-2026,Heavy Truck,21.25,655.7
SHP_00557,PLNT_04,21-04-2024,Ocean Cargo,17.31,4290.59
SHP_00558,PLNT_02,23-10-2024,Heavy Truck,19.83,607.6
SHP_00559,PLNT_04,04-01-2024,Ocean Cargo,15.13,1688.58
SHP_00560,PLNT_04,02-10-2026,Ocean Cargo,19.98,665.57
SHP_00561,PLNT_04,10-06-2026,Heavy Truck,6.6,287.53
SHP_00562,PLNT_02,10-08-2024,Heavy Truck,20.39,293.43
SHP_00563,PLNT_04,10-10-2024,Ocean Cargo,5,2852.12
SHP_00564,PLNT_05,05-02-2024,Heavy Truck,8.81,175.02
SHP_00565,PLNT_03,24-04-2025,Heavy Truck,6.95,412
SHP_00566,PLNT_01,19-05-2025,Rail,18.11,586.36
SHP_00567,PLNT_05,01-04-2026,Rail,24.45,113.13
SHP_00568,PLNT_05,07-04-2026,Ocean Cargo,19.65,7122.46
SHP_00569,PLNT_03,01-10-2026,Heavy Truck,5.29,724.65
SHP_00570,PLNT_02,23-06-2025,Heavy Truck,13.97,513.95
SHP_00571,PLNT_01,08-09-2024,Heavy Truck,16.34,450.32
SHP_00572,PLNT_02,07-04-2026,Heavy Truck,8.06,784.85
SHP_00573,PLNT_01,15-09-2025,Heavy Truck,23.08,568.91
SHP_00574,PLNT_04,27-10-2025,Heavy Truck,14.82,533.08
SHP_00575,PLNT_04,07-08-2024,Ocean Cargo,15.26,6879.05
SHP_00576,PLNT_05,23-04-2024,Ocean Cargo,7.78,4217.5
SHP_00577,PLNT_03,24-03-2025,Air Freight,11.8,5027.59
SHP_00578,PLNT_01,16-09-2025,Heavy Truck,2.99,646.52
SHP_00579,PLNT_01,19-02-2025,Air Freight,15.36,7887.23
SHP_00580,PLNT_05,13-01-2024,Heavy Truck,17.93,604.17
SHP_00581,PLNT_02,27-03-2024,Air Freight,15.65,1031.98
SHP_00582,PLNT_01,06-06-2025,Ocean Cargo,2.49,10956.75
SHP_00583,PLNT_02,23-01-2026,Ocean Cargo,3.23,2602.07
SHP_00584,PLNT_04,03-12-2026,Rail,9.43,572.15
SHP_00585,PLNT_01,04-01-2026,Heavy Truck,1.81,224.78
SHP_00586,PLNT_02,22-01-2024,Heavy Truck,8.36,425.35
SHP_00587,PLNT_05,27-08-2025,Ocean Cargo,23.27,9669.8
SHP_00588,PLNT_04,14-08-2026,Ocean Cargo,23.27,4517.68
SHP_00589,PLNT_05,12-04-2024,Heavy Truck,11.8,627.15
SHP_00590,PLNT_04,24-02-2025,Heavy Truck,6.97,198.64
SHP_00591,PLNT_05,27-10-2025,Heavy Truck,21.61,389.82
SHP_00592,PLNT_03,03-01-2025,Ocean Cargo,7.85,6925.71
SHP_00593,PLNT_02,07-10-2025,Ocean Cargo,11.7,10506.68
SHP_00594,PLNT_05,12-01-2024,Ocean Cargo,11.28,6526.54
SHP_00595,PLNT_02,19-01-2024,Ocean Cargo,21.83,10423.95
SHP_00596,PLNT_04,10-02-2024,Ocean Cargo,20.16,9947.31
SHP_00597,PLNT_02,15-11-2026,Ocean Cargo,4.33,11758.01
SHP_00598,PLNT_02,08-10-2024,Rail,8.63,646.64
SHP_00599,PLNT_03,27-09-2026,Ocean Cargo,10.5,8768.48
SHP_00600,PLNT_05,22-01-2024,Ocean Cargo,16.7,1178.16
SHP_00601,PLNT_01,12-05-2026,Heavy Truck,2.53,330.14
SHP_00602,PLNT_02,14-07-2025,Heavy Truck,6.06,404.23
SHP_00603,PLNT_02,15-05-2025,Heavy Truck,14.11,162.03
SHP_00604,PLNT_05,06-12-2024,Heavy Truck,9.88,324.57
SHP_00605,PLNT_05,15-05-2024,Heavy Truck,23.65,111.66
SHP_00606,PLNT_01,15-09-2026,Heavy Truck,18.87,710.67
SHP_00607,PLNT_02,16-11-2024,Heavy Truck,19.05,84.77
SHP_00608,PLNT_01,27-10-2025,Ocean Cargo,4.38,1537.1
SHP_00609,PLNT_01,08-05-2024,Ocean Cargo,12.19,11972.81
SHP_00610,PLNT_04,13-12-2025,Heavy Truck,17.48,431.79
SHP_00611,PLNT_01,17-11-2025,Ocean Cargo,2.27,5882.89
SHP_00612,PLNT_03,06-01-2025,Ocean Cargo,18.69,2825.54
SHP_00613,PLNT_05,25-11-2026,Heavy Truck,6.86,402.48
SHP_00614,PLNT_05,08-02-2025,Heavy Truck,14.97,783.32
SHP_00615,PLNT_03,23-07-2024,Ocean Cargo,22.45,3055.85
SHP_00616,PLNT_03,11-02-2024,Heavy Truck,5.27,666.29
SHP_00617,PLNT_05,10-11-2024,Rail,24.46,741.11
SHP_00618,PLNT_03,05-03-2025,Ocean Cargo,12.3,11399.35
SHP_00619,PLNT_05,09-11-2025,Ocean Cargo,6.02,11588.22
SHP_00620,PLNT_05,01-04-2026,Heavy Truck,19.06,447.32
SHP_00621,PLNT_01,04-09-2025,Heavy Truck,6.3,153.61
SHP_00622,PLNT_04,06-12-2024,Ocean Cargo,16.61,4896.57
SHP_00623,PLNT_05,27-08-2024,Ocean Cargo,18.97,10952.36
SHP_00624,PLNT_05,03-05-2025,Heavy Truck,24.26,283.83
SHP_00625,PLNT_05,26-08-2025,Ocean Cargo,11.97,9613.41
SHP_00626,PLNT_05,08-02-2026,Heavy Truck,12.03,708.44
SHP_00627,PLNT_02,03-08-2024,Heavy Truck,7.67,217.27
SHP_00628,PLNT_01,02-08-2025,Heavy Truck,22.32,226.51
SHP_00629,PLNT_05,24-03-2025,Heavy Truck,19.15,475.51
SHP_00630,PLNT_03,14-02-2026,Heavy Truck,18.38,343.7
SHP_00631,PLNT_03,21-05-2025,Rail,9.23,710.09
SHP_00632,PLNT_01,12-03-2025,Ocean Cargo,11.01,9228.87
SHP_00633,PLNT_03,03-05-2026,Heavy Truck,2.99,776.82
SHP_00634,PLNT_05,18-04-2025,Ocean Cargo,3.74,4332.07
SHP_00635,PLNT_04,20-09-2026,Ocean Cargo,23.11,5740.14
SHP_00636,PLNT_02,10-02-2025,Ocean Cargo,12.66,4270.92
SHP_00637,PLNT_03,10-04-2024,Heavy Truck,14.17,300.87
SHP_00638,PLNT_01,01-06-2025,Heavy Truck,15.28,121.98
SHP_00639,PLNT_01,14-03-2024,Rail,16.27,715.73
SHP_00640,PLNT_03,11-10-2026,Ocean Cargo,21.73,6476.45
SHP_00641,PLNT_02,23-05-2026,Ocean Cargo,4.25,10030.96
SHP_00642,PLNT_04,14-10-2025,Rail,19.01,727.92
SHP_00643,PLNT_04,10-01-2024,Heavy Truck,10.8,665.97
SHP_00644,PLNT_03,09-07-2026,Heavy Truck,16.77,670.27
SHP_00645,PLNT_04,10-06-2024,Ocean Cargo,15.12,6720.49
SHP_00646,PLNT_03,16-06-2024,Rail,17.65,332.81
SHP_00647,PLNT_04,12-04-2024,Ocean Cargo,17.43,5213.84
SHP_00648,PLNT_05,02-09-2025,Ocean Cargo,1.85,1008.05
SHP_00649,PLNT_03,25-06-2024,Ocean Cargo,10.06,7110.3
SHP_00650,PLNT_01,24-04-2026,Heavy Truck,10.98,545.54
SHP_00651,PLNT_05,09-12-2024,Heavy Truck,7.42,532.87
SHP_00652,PLNT_02,14-05-2024,Heavy Truck,10.6,197.73
SHP_00653,PLNT_03,22-07-2024,Air Freight,23.8,4656.16
SHP_00654,PLNT_04,27-10-2026,Heavy Truck,19.84,178.54
SHP_00655,PLNT_04,07-01-2024,Ocean Cargo,10.47,10543.8
SHP_00656,PLNT_04,22-05-2026,Heavy Truck,16.16,259.26
SHP_00657,PLNT_01,14-10-2024,Ocean Cargo,6.03,8457.26
SHP_00658,PLNT_04,06-05-2024,Heavy Truck,5.51,629.31
SHP_00659,PLNT_04,04-12-2025,Ocean Cargo,19.99,9618.89
SHP_00660,PLNT_01,17-11-2025,Ocean Cargo,2.47,5048.71
SHP_00661,PLNT_01,13-12-2025,Rail,14.71,592.82
SHP_00662,PLNT_01,27-06-2026,Rail,14.98,637.94
SHP_00663,PLNT_03,15-10-2024,Ocean Cargo,3.78,8085.56
SHP_00664,PLNT_01,06-04-2026,Rail,9.42,796.56
SHP_00665,PLNT_02,01-02-2024,Ocean Cargo,4.8,10900.67
SHP_00666,PLNT_03,23-11-2025,Heavy Truck,16.41,748.07
SHP_00667,PLNT_01,01-03-2025,Heavy Truck,4.1,95.3
SHP_00668,PLNT_05,27-07-2026,Heavy Truck,16.39,104.92
SHP_00669,PLNT_01,02-01-2025,Air Freight,14.42,6742.43
SHP_00670,PLNT_01,11-01-2024,Heavy Truck,9.33,537.73
SHP_00671,PLNT_01,12-05-2024,Heavy Truck,12.47,688.6
SHP_00672,PLNT_05,03-02-2024,Ocean Cargo,12.28,11594.72
SHP_00673,PLNT_02,17-02-2026,Heavy Truck,3.66,405.69
SHP_00674,PLNT_05,16-04-2024,Heavy Truck,19.51,304.23
SHP_00675,PLNT_02,12-01-2026,Ocean Cargo,22.62,6574.99
SHP_00676,PLNT_04,02-04-2025,Heavy Truck,16.7,609.98
SHP_00677,PLNT_02,07-07-2025,Heavy Truck,18.75,249.41
SHP_00678,PLNT_05,24-02-2025,Heavy Truck,10.74,321.7
SHP_00679,PLNT_03,27-06-2025,Heavy Truck,19.02,266.24
SHP_00680,PLNT_03,15-12-2024,Heavy Truck,17.11,59.81
SHP_00681,PLNT_01,14-11-2025,Ocean Cargo,8.39,11720.3
SHP_00682,PLNT_05,26-06-2026,Ocean Cargo,15.71,8232.83
SHP_00683,PLNT_02,19-03-2025,Ocean Cargo,21.51,7518.31
SHP_00684,PLNT_05,21-02-2025,Heavy Truck,12.68,576.52
SHP_00685,PLNT_03,04-04-2024,Ocean Cargo,18.41,5910.59
SHP_00686,PLNT_02,27-02-2025,Ocean Cargo,15.32,750.42
SHP_00687,PLNT_01,22-10-2025,Heavy Truck,21.31,525.26
SHP_00688,PLNT_05,27-10-2026,Heavy Truck,13,367.81
SHP_00689,PLNT_03,11-08-2025,Ocean Cargo,18.93,6162.87
SHP_00690,PLNT_03,23-10-2026,Ocean Cargo,3.2,4558.95
SHP_00691,PLNT_02,15-09-2025,Heavy Truck,10.9,417.7
SHP_00692,PLNT_02,11-11-2024,Rail,8.46,483.21
SHP_00693,PLNT_01,01-06-2025,Heavy Truck,8.5,434.19
SHP_00694,PLNT_02,07-09-2026,Heavy Truck,14.45,103.02
SHP_00695,PLNT_02,11-10-2026,Rail,15.27,321.59
SHP_00696,PLNT_02,18-06-2026,Ocean Cargo,16.49,10600.92
SHP_00697,PLNT_05,01-10-2025,Ocean Cargo,14.38,645.59
SHP_00698,PLNT_05,06-02-2026,Heavy Truck,7.23,601.75
SHP_00699,PLNT_05,02-04-2024,Ocean Cargo,11.04,10154.08
SHP_00700,PLNT_03,27-04-2025,Heavy Truck,6.72,479.41
SHP_00701,PLNT_01,21-11-2024,Rail,15.95,430.99
SHP_00702,PLNT_01,08-03-2026,Heavy Truck,3.75,778.35
SHP_00703,PLNT_01,02-01-2026,Heavy Truck,5.56,473.72
SHP_00704,PLNT_02,05-06-2025,Ocean Cargo,23.06,8495.93
SHP_00705,PLNT_04,24-07-2024,Heavy Truck,9.99,751.9
SHP_00706,PLNT_02,13-01-2024,Ocean Cargo,22.62,6170.61
SHP_00707,PLNT_01,03-12-2026,Ocean Cargo,24.56,5230.5
SHP_00708,PLNT_05,01-03-2026,Ocean Cargo,1.74,2601.65
SHP_00709,PLNT_03,24-12-2025,Heavy Truck,4.76,80.42
SHP_00710,PLNT_04,11-06-2024,Ocean Cargo,17.52,4451.18
SHP_00711,PLNT_03,17-08-2024,Heavy Truck,24.45,185.94
SHP_00712,PLNT_04,24-11-2025,Ocean Cargo,21.64,5395.32
SHP_00713,PLNT_05,10-01-2026,Heavy Truck,13.2,202.85
SHP_00714,PLNT_01,23-09-2025,Heavy Truck,6.04,313.4
SHP_00715,PLNT_02,18-05-2025,Rail,7.56,602.07
SHP_00716,PLNT_03,03-07-2024,Heavy Truck,5.61,453.82
SHP_00717,PLNT_02,04-08-2024,Heavy Truck,18.86,529.27
SHP_00718,PLNT_03,02-10-2024,Ocean Cargo,21.16,2395.6
SHP_00719,PLNT_03,24-12-2024,Heavy Truck,7.06,475.37
SHP_00720,PLNT_02,01-04-2025,Heavy Truck,23.25,636.82
SHP_00721,PLNT_01,05-09-2024,Ocean Cargo,8.61,6024.79
SHP_00722,PLNT_02,20-03-2026,Heavy Truck,4.2,784.92
SHP_00723,PLNT_02,12-04-2025,Ocean Cargo,23.93,5483.52
SHP_00724,PLNT_02,15-01-2026,Heavy Truck,20.65,332.4
SHP_00725,PLNT_05,15-11-2025,Ocean Cargo,18.12,771.15
SHP_00726,PLNT_02,02-01-2026,Heavy Truck,19.48,561.68
SHP_00727,PLNT_01,15-08-2026,Heavy Truck,7.19,204.83
SHP_00728,PLNT_02,26-06-2024,Rail,3.12,302.33
SHP_00729,PLNT_01,16-12-2026,Air Freight,24.18,1493.7
SHP_00730,PLNT_03,09-06-2024,Ocean Cargo,15.17,4797.1
SHP_00731,PLNT_05,23-02-2024,Rail,20.28,735.09
SHP_00732,PLNT_02,04-09-2024,Air Freight,11.97,6333.35
SHP_00733,PLNT_02,10-02-2026,Heavy Truck,3.37,756.02
SHP_00734,PLNT_04,05-09-2026,Ocean Cargo,11.95,11427.93
SHP_00735,PLNT_01,23-07-2024,Ocean Cargo,14.79,10568.7
SHP_00736,PLNT_02,08-08-2026,Rail,14.79,80.32
SHP_00737,PLNT_02,22-06-2026,Air Freight,19.73,3375.28
SHP_00738,PLNT_02,03-02-2025,Rail,14.57,418.61
SHP_00739,PLNT_05,11-07-2024,Heavy Truck,7.33,705.6
SHP_00740,PLNT_01,15-04-2025,Heavy Truck,7.18,707.8
SHP_00741,PLNT_01,20-06-2024,Ocean Cargo,12.52,10559.2
SHP_00742,PLNT_01,14-06-2026,Ocean Cargo,6.17,7812.63
SHP_00743,PLNT_03,04-11-2026,Heavy Truck,17.31,456.07
SHP_00744,PLNT_05,26-12-2024,Heavy Truck,1.88,86.47
